*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:27:41 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V3/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQB1.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V3/HLA-DQB1/NAfrHLA-DQB10

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQB1.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQB1.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt].
3 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt].

3 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 11 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 17199.5 17107.5
logL: -1987.86
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
149	-1981.33	30076.92953	0.03841	(1 component(s) constrained)
150	-1981.65	30074.53496	0.03841	(1 component(s) constrained)
151	-1980.92	30074.72856	0.03841	(1 component(s) constrained)
152	-1982.59	30070.68825	0.03841	(1 component(s) constrained)
153	-1982.73	30075.11269	0.03841	(1 component(s) constrained)
154	-1983.03	30075.66315	0.03841	(1 component(s) constrained)
155	-1981.82	30068.63511	0.03841	(1 component(s) constrained)
156	-1981.16	30073.69960	0.03841	(1 component(s) constrained)
157	-1982.25	30072.25342	0.03841	(1 component(s) constrained)
158	-1982.43	30076.58776	0.03841	(1 component(s) constrained)
159	-1981.65	30072.96203	0.03841	(1 component(s) constrained)
160	-1981.78	30068.97809	0.03841	(1 component(s) constrained)
161	-1981.95	30087.50724	0.03841	(1 component(s) constrained)
162	-1980.14	30074.23480	0.03841	(1 component(s) constrained)
163	-1982.31	30076.69415	0.03841	(1 component(s) constrained)
164	-1981.58	30080.12961	0.03841	(1 component(s) constrained)
165	-1981.57	30065.06252	0.03841	(1 component(s) constrained)
166	-1984.10	30089.54957	0.03841	(1 component(s) constrained)
167	-1981.73	30078.86683	0.03841	(1 component(s) constrained)
168	-1981.99	30079.08762	0.03841	(1 component(s) constrained)
169	-1983.38	30070.66608	0.03841	(1 component(s) constrained)
170	-1982.58	30075.56958	0.03841	(1 component(s) constrained)
171	-1981.52	30078.25006	0.03841	(1 component(s) constrained)
172	-1981.43	30078.09265	0.03841	(1 component(s) constrained)
173	-1983.04	30080.18113	0.03841	(1 component(s) constrained)
174	-1983.23	30074.00619	0.03841	(1 component(s) constrained)
175	-1981.02	30074.51351	0.03841	(1 component(s) constrained)
176	-1982.29	30077.27147	0.03841	(1 component(s) constrained)
177	-1983.82	30082.35679	0.03841	(1 component(s) constrained)
178	-1982.13	30080.78485	0.03841	(1 component(s) constrained)
179	-1982.86	30082.04528	0.03841	(1 component(s) constrained)
180	-1982.78	30078.63980	0.03841	(1 component(s) constrained)
181	-1983.09	30076.57738	0.03841	(1 component(s) constrained)
182	-1980.29	30079.58768	0.03841	(1 component(s) constrained)
183	-1982.66	30078.86515	0.03841	(1 component(s) constrained)
184	-1981.73	30093.34828	0.03841	(1 component(s) constrained)
185	-1981.86	30086.03322	0.03841	(1 component(s) constrained)
186	-1979.36	30079.27169	0.03841	(1 component(s) constrained)
187	-1981.87	30079.33549	0.03841	(1 component(s) constrained)
188	-1982.83	30073.07717	0.03841	(1 component(s) constrained)
189	-1982.62	30073.41152	0.03841	(1 component(s) constrained)
190	-1983.17	30077.87890	0.03841	(1 component(s) constrained)
191	-1982.42	30078.66414	0.03841	(1 component(s) constrained)
192	-1983.07	30077.29609	0.03841	(1 component(s) constrained)
193	-1981.36	30084.02806	0.03841	(1 component(s) constrained)
194	-1981.77	30082.85636	0.03841	(1 component(s) constrained)
195	-1981.51	30088.78195	0.03841	(1 component(s) constrained)
196	-1982.19	30081.33917	0.03841	(1 component(s) constrained)
197	-1981.15	30077.89089	0.03841	(1 component(s) constrained)
198	-1981.91	30082.24723	0.03841	(1 component(s) constrained)
199	-1981.31	30080.66598	0.03841	(1 component(s) constrained)
200	-1983.15	30076.73184	0.03841	(1 component(s) constrained)
201	-1982.17	30084.98005	0.03841	(1 component(s) constrained)
202	-1983.19	30077.63658	0.03841	(1 component(s) constrained)
203	-1983.07	30076.50393	0.03841	(1 component(s) constrained)
204	-1982.71	30067.55492	0.03841	(1 component(s) constrained)
205	-1982.83	30073.55887	0.03841	(1 component(s) constrained)
206	-1982.85	30082.78480	0.03841	(1 component(s) constrained)
207	-1981.32	30073.66973	0.03841	(1 component(s) constrained)
208	-1980.72	30076.41683	0.03841	(1 component(s) constrained)
209	-1984.32	30074.76078	0.03841	(1 component(s) constrained)
210	-1979.89	30083.94911	0.03841	(1 component(s) constrained)
211	-1982.39	30083.04709	0.03841	(1 component(s) constrained)
212	-1982.29	30082.33958	0.03841	(1 component(s) constrained)
213	-1981.77	30071.02842	0.03841	(1 component(s) constrained)
214	-1981.86	30074.09012	0.03841	(1 component(s) constrained)
215	-1980.37	30079.72468	0.03841	(1 component(s) constrained)
216	-1983.31	30078.59359	0.03841	(1 component(s) constrained)
217	-1981.10	30093.21591	0.03841	(1 component(s) constrained)
218	-1980.99	30087.23881	0.03841	(1 component(s) constrained)
219	-1982.14	30078.13435	0.03841	(1 component(s) constrained)
220	-1982.83	30070.61883	0.03841	(1 component(s) constrained)
221	-1983.42	30071.06672	0.03841	(1 component(s) constrained)
222	-1981.12	30074.28573	0.03841	(1 component(s) constrained)
223	-1982.09	30072.41163	0.03841	(1 component(s) constrained)
224	-1981.39	30080.55311	0.03841	(1 component(s) constrained)
225	-1982.82	30076.94547	0.03841	(1 component(s) constrained)
226	-1980.57	30074.77607	0.03841	(1 component(s) constrained)
227	-1982.10	30075.68466	0.03841	(1 component(s) constrained)
228	-1982.47	30069.01917	0.03841	(1 component(s) constrained)
229	-1983.18	30073.11842	0.03841	(1 component(s) constrained)
230	-1982.32	30084.19471	0.03841	(1 component(s) constrained)
231	-1982.14	30075.47084	0.03841	(1 component(s) constrained)
232	-1980.35	30076.97433	0.03841	(1 component(s) constrained)
233	-1982.13	30075.06138	0.03841	(1 component(s) constrained)
234	-1982.50	30073.80561	0.03841	(1 component(s) constrained)
235	-1981.17	30075.41841	0.03841	(1 component(s) constrained)
236	-1980.75	30077.93692	0.03841	(1 component(s) constrained)
237	-1981.44	30070.49660	0.03841	(1 component(s) constrained)
238	-1982.67	30075.89369	0.03841	(1 component(s) constrained)
239	-1983.00	30070.97295	0.03841	(1 component(s) constrained)
240	-1981.43	30079.91462	0.03841	(1 component(s) constrained)
241	-1983.53	30080.57843	0.03841	(1 component(s) constrained)
242	-1981.46	30067.90221	0.03841	(1 component(s) constrained)
243	-1982.08	30072.47705	0.03841	(1 component(s) constrained)
244	-1982.36	30090.45572	0.03841	(1 component(s) constrained)
245	-1981.72	30076.89702	0.03841	(1 component(s) constrained)
246	-1981.14	30071.01059	0.03841	(1 component(s) constrained)
247	-1981.71	30077.75273	0.03841	(1 component(s) constrained)
248	-1982.41	30079.38300	0.03841	(1 component(s) constrained)
249	-1982.66	30088.48986	0.03841	(1 component(s) constrained)
250	-1982.28	30086.81554	0.03841	(1 component(s) constrained)
251	-1982.83	30081.43499	0.03841	(1 component(s) constrained)
252	-1982.24	30086.61168	0.03841	(1 component(s) constrained)
253	-1982.48	30078.31764	0.03841	(1 component(s) constrained)
254	-1983.47	30073.44511	0.03841	(1 component(s) constrained)
255	-1982.04	30068.51524	0.03841	(1 component(s) constrained)
256	-1982.21	30073.95919	0.03841	(1 component(s) constrained)
257	-1980.60	30071.10608	0.03841	(1 component(s) constrained)
258	-1981.88	30071.03652	0.03841	(1 component(s) constrained)
259	-1982.95	30075.92715	0.03841	(1 component(s) constrained)
260	-1981.69	30071.28410	0.03841	(1 component(s) constrained)
261	-1981.92	30074.41800	0.03841	(1 component(s) constrained)
262	-1981.77	30068.25776	0.03841	(1 component(s) constrained)
263	-1980.35	30073.66506	0.03841	(1 component(s) constrained)
264	-1982.37	30075.42510	0.03841	(1 component(s) constrained)
265	-1983.06	30073.31893	0.03841	(1 component(s) constrained)
266	-1983.01	30073.26322	0.03841	(1 component(s) constrained)
267	-1983.39	30077.09272	0.03841	(1 component(s) constrained)
268	-1982.59	30066.76948	0.03841	(1 component(s) constrained)
269	-1980.26	30068.56012	0.03841	(1 component(s) constrained)
270	-1981.99	30068.06330	0.03841	(1 component(s) constrained)
271	-1983.17	30081.39638	0.03841	(1 component(s) constrained)
272	-1983.13	30075.25472	0.03841	(1 component(s) constrained)
273	-1979.97	30069.49581	0.03841	(1 component(s) constrained)
274	-1982.51	30070.41509	0.03841	(1 component(s) constrained)
275	-1980.67	30069.83069	0.03841	(1 component(s) constrained)
276	-1979.98	30071.85235	0.03841	(1 component(s) constrained)
277	-1983.38	30087.65917	0.03841	(1 component(s) constrained)
278	-1983.41	30076.58048	0.03841	(1 component(s) constrained)
279	-1981.78	30072.47153	0.03841	(1 component(s) constrained)
280	-1983.01	30073.15247	0.03841	(1 component(s) constrained)
281	-1981.24	30066.64319	0.03841	(1 component(s) constrained)
282	-1980.22	30067.43188	0.03841	(1 component(s) constrained)
283	-1981.20	30070.65519	0.03841	(1 component(s) constrained)
284	-1984.12	30065.53204	0.03841	(1 component(s) constrained)
285	-1983.24	30092.07525	0.03841	(1 component(s) constrained)
286	-1979.88	30080.61783	0.03841	(1 component(s) constrained)
287	-1982.07	30079.29584	0.03841	(1 component(s) constrained)
288	-1981.54	30089.88207	0.03841	(1 component(s) constrained)
289	-1983.83	30072.82165	0.03841	(1 component(s) constrained)
290	-1982.96	30063.08596	0.03841	(1 component(s) constrained)
291	-1981.67	30075.72240	0.03841	(1 component(s) constrained)
292	-1982.16	30076.83412	0.03841	(1 component(s) constrained)
293	-1983.10	30074.95411	0.03841	(1 component(s) constrained)
294	-1981.79	30075.02978	0.03841	(1 component(s) constrained)
295	-1982.34	30074.57762	0.03841	(1 component(s) constrained)
296	-1982.79	30067.64674	0.03841	(1 component(s) constrained)
297	-1981.33	30072.52551	0.03841	(1 component(s) constrained)
298	-1981.96	30072.85480	0.03841	(1 component(s) constrained)
299	-1982.37	30079.05002	0.03841	(1 component(s) constrained)
300	-1982.18	30093.16825	0.03841	(1 component(s) constrained)
301	-1982.52	30072.63020	0.03841	(1 component(s) constrained)
302	-1982.44	30074.93024	0.03841	(1 component(s) constrained)
303	-1982.01	30074.64201	0.03841	(1 component(s) constrained)
304	-1981.99	30077.22155	0.03841	(1 component(s) constrained)
305	-1981.33	30096.07750	0.03841	(1 component(s) constrained)
306	-1981.34	30077.55675	0.03841	(1 component(s) constrained)
307	-1982.79	30076.15824	0.03841	(1 component(s) constrained)
308	-1981.22	30068.75964	0.03841	(1 component(s) constrained)
309	-1982.84	30070.08567	0.03841	(1 component(s) constrained)
310	-1981.46	30074.05456	0.03841	(1 component(s) constrained)
311	-1981.24	30074.44853	0.03841	(1 component(s) constrained)
312	-1984.47	30085.19899	0.03841	(1 component(s) constrained)
313	-1982.00	30079.20940	0.03841	(1 component(s) constrained)
314	-1982.10	30077.92371	0.03841	(1 component(s) constrained)
315	-1983.12	30078.80183	0.03841	(1 component(s) constrained)
316	-1981.61	30077.88377	0.03841	(1 component(s) constrained)
317	-1982.10	30077.37100	0.03841	(1 component(s) constrained)
318	-1981.24	30068.51842	0.03841	(1 component(s) constrained)
319	-1982.08	30070.18469	0.03841	(1 component(s) constrained)
320	-1981.32	30066.31561	0.03841	(1 component(s) constrained)
321	-1981.27	30074.83533	0.03841	(1 component(s) constrained)
322	-1982.20	30076.18561	0.03841	(1 component(s) constrained)
323	-1981.24	30085.42312	0.03841	(1 component(s) constrained)
324	-1981.71	30079.31358	0.03841	(1 component(s) constrained)
325	-1980.39	30064.85995	0.03841	(1 component(s) constrained)
326	-1981.19	30068.84601	0.03841	(1 component(s) constrained)
327	-1982.52	30079.37266	0.03841	(1 component(s) constrained)
328	-1981.08	30078.76042	0.03841	(1 component(s) constrained)
329	-1982.41	30080.53778	0.03841	(1 component(s) constrained)
330	-1980.76	30084.89082	0.03841	(1 component(s) constrained)
331	-1981.22	30077.53931	0.03841	(1 component(s) constrained)
332	-1983.25	30078.80918	0.03841	(1 component(s) constrained)
333	-1981.15	30069.09429	0.03841	(1 component(s) constrained)
334	-1982.38	30070.77238	0.03841	(1 component(s) constrained)
335	-1982.10	30077.39276	0.03841	(1 component(s) constrained)
336	-1981.87	30078.70830	0.03841	(1 component(s) constrained)
337	-1982.21	30063.04543	0.03841	(1 component(s) constrained)
338	-1982.01	30078.67639	0.03841	(1 component(s) constrained)
339	-1983.53	30072.44048	0.03841	(1 component(s) constrained)
340	-1984.50	30073.32930	0.03841	(1 component(s) constrained)
341	-1981.84	30066.76769	0.03841	(1 component(s) constrained)
342	-1982.92	30071.67835	0.03841	(1 component(s) constrained)
343	-1981.69	30089.63672	0.03841	(1 component(s) constrained)
344	-1982.78	30088.10125	0.03841	(1 component(s) constrained)
345	-1982.66	30071.86862	0.03841	(1 component(s) constrained)
346	-1980.44	30080.62975	0.03841	(1 component(s) constrained)
347	-1983.88	30079.46536	0.03841	(1 component(s) constrained)
348	-1981.74	30071.19966	0.03841	(1 component(s) constrained)
349	-1981.51	30074.38900	0.03841	(1 component(s) constrained)
350	-1982.80	30070.24382	0.03841	(1 component(s) constrained)
351	-1980.56	30058.62670	0.03841	(1 component(s) constrained)
352	-1981.51	30061.45840	0.03841	(1 component(s) constrained)
353	-1981.36	30083.09619	0.03841	(1 component(s) constrained)
354	-1981.89	30075.04531	0.03841	(1 component(s) constrained)
355	-1983.91	30076.43719	0.03841	(1 component(s) constrained)
356	-1983.02	30074.68118	0.03841	(1 component(s) constrained)
357	-1980.87	30064.84500	0.03841	(1 component(s) constrained)
358	-1981.16	30072.74577	0.03841	(1 component(s) constrained)
359	-1981.13	30070.52475	0.03841	(1 component(s) constrained)
360	-1981.32	30082.65017	0.03841	(1 component(s) constrained)
361	-1981.65	30071.74048	0.03841	(1 component(s) constrained)
362	-1981.59	30089.48423	0.03841	(1 component(s) constrained)
363	-1981.84	30079.20036	0.03841	(1 component(s) constrained)
364	-1982.90	30077.25445	0.03841	(1 component(s) constrained)
365	-1982.16	30074.00074	0.03841	(1 component(s) constrained)
366	-1981.78	30078.66479	0.03841	(1 component(s) constrained)
367	-1982.77	30075.59098	0.03841	(1 component(s) constrained)
368	-1981.60	30079.54721	0.03841	(1 component(s) constrained)
369	-1982.75	30075.25959	0.03841	(1 component(s) constrained)
370	-1982.01	30061.95251	0.03841	(1 component(s) constrained)
371	-1981.41	30077.49981	0.03841	(1 component(s) constrained)
372	-1982.71	30087.35194	0.03841	(1 component(s) constrained)
373	-1981.20	30071.18339	0.03841	(1 component(s) constrained)
374	-1982.90	30070.76033	0.03841	(1 component(s) constrained)
375	-1981.90	30075.16302	0.03841	(1 component(s) constrained)
376	-1981.52	30075.19354	0.03841	(1 component(s) constrained)
377	-1983.64	30085.84462	0.03841	(1 component(s) constrained)
378	-1982.59	30072.31332	0.03841	(1 component(s) constrained)
379	-1980.70	30073.77538	0.03841	(1 component(s) constrained)
380	-1983.10	30077.19058	0.03841	(1 component(s) constrained)
381	-1980.96	30061.28650	0.03841	(1 component(s) constrained)
382	-1981.99	30067.72348	0.03841	(1 component(s) constrained)
383	-1982.62	30072.01121	0.03841	(1 component(s) constrained)
384	-1981.62	30071.48042	0.03841	(1 component(s) constrained)
385	-1982.21	30064.01488	0.03841	(1 component(s) constrained)
386	-1983.17	30072.19067	0.03841	(1 component(s) constrained)
387	-1981.22	30075.98430	0.03841	(1 component(s) constrained)
388	-1982.02	30072.22086	0.03841	(1 component(s) constrained)
